q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$Nhan Su$1.0$1.0$1.0
q$q$true$false$R&D$1.0$1.0$1.0
q$q$true$false$R&D$1.0$1.0$1.0
q$q$true$false$R&D$1.0$1.0$1.0
fdff$fgf$false$true$Kinh Doanh$1.0$1.0$1.0
fdff$fgf$false$true$Kinh Doanh$1.0$1.0$1.0
fdff$fgf$false$true$Kinh Doanh$1.0$1.0$1.0
fdff$fgf$false$true$Kinh Doanh$1.0$1.0$1.0
$$false$false$Thiet Bi$1.0$1.0$1.0
11ewe$11$false$false$Thiet Bi$1.0$1.0$1.0
11ewe$11$false$false$Thiet Bi$1.0$1.0$1.0
11ewe$11$false$false$Thiet Bi$1.0$1.0$1.0
11ewe$11$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$true$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
qưe$qưeq$false$false$Thiet Bi$1.0$1.0$1.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
èdf$dfdf$false$true$Thiet Bi$1.0$2.0$3.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
12$222$false$false$Thiet Bi$1.0$1.0$1.0
qưeqw$qưeqwe$qưewqe$true$Thiet Bi$1.0$1.0$2.0
